,id,author_id,created_at,lang,text,classific,score
20,21, - , - ,pt,"@jairbolsonaro @anvisa_oficial @casacivilbr @minsaude @assembleiasc #chegadevacina #fimdasrestrições #COVID19 https://t.co/CM5rjcY4Rg"";;;",neutro,0.5
21,22,8.710309634,2022-06-17 21:23:52+00:00,pt,"@JackssonAndre @PapaPezzoo @geglobo Ano passado teve pandemia, quando liberou o estádio total foi 60 mil;;;",negativo,0.37195121951219473
22,23,23.73370561,2022-06-17 21:23:50+00:00,pt,Meu pai pegou covid também mas foi bem branda aí ele me ligou agora pra ver como eu tava e tal: ah mas eu tomei as três vacinas né blabla veio mais leve ainda bem;;;,neutro,0.5
23,24, - , - ,pt,"Plot: meu pai é bolsonarista 🤡"";;;",neutro,0.42049272116461367
24,25,24.41055102,2022-06-17 21:23:50+00:00,pt,"@beltraomaria Estou com covid pela segunda vez, na primeira foi osso, essa segunda, graças a Deus, estou bem!;;;",negativo,0.37500000000000044
25,26, - , - ,pt,"Melhoras"";;;",neutro,0.5
26,27,40.784074932682645000,2022-06-17 21:23:47+00:00,pt,@copinho_swiftie Obrigada e tomara. Estou com saudades do que fazia antes da pandemia. 😔🙏;;;,neutro,0.5
27,28,42.1290862,2022-06-17 21:23:47+00:00,pt,"@ShyrlaneK @alesilva_38 ENGRAÇADO É AUE OS FUNCIONÁRIOS MAIS ANTIGOS DA PETROBRÁS DIZEM QUE QUEM ROUBAVA TUDO QUE ERA LUCRO ERA O LADRÃO DE 9 DEDOS,E AGRADECEM O ATUAL GOVERNO POR TENTAR PAGAR A CONTA,PRA ANO QUE VEM,SEM PANDEMIA E OS ROUBOS DELE, A ",positivo,0.8230769230769229
28,29,1.146398946,2022-06-18 21:23:54+00:00,pt,"RT @senadorhumberto: Denunciada na CPI da Covid, a Prevent Senior está sendo investigada pelo MP de São Paulo por supostos crimes cometidos…;;;",positivo,0.7825964991023343
29,30,9.124544185,2022-06-18 21:23:53+00:00,pt,"🔴Enquanto o número de casos de #COVID19 cresce no Brasil, mais pacientes vão relatando sintomas como tosse e dor de garganta 4 semanas após o período de transmissão.;;;",neutro,0.5
30,31, - , - ,pt,Entende a importância de se cuidar?;;;,neutro,0.5
31,32, - , - ,pt,Veja a situação no Paraná👇;;;,neutro,0.5
32,33, - , - ,pt,"https://t.co/YalvYfOi6A https://t.co/KNV9zTeOYK"";;;",neutro,0.5
33,34,30.23394756,2022-06-18 21:23:51+00:00,pt,Tô aproveitando a covid para por algumas séries em dia.;;;,neutro,0.5
34,35, - , - ,pt,Kenobi;;;,positivo,0.8437499999999998
35,36, - , - ,pt,The boys terceira temporada ;;;,neutro,0.47307535530856837
36,37, - , - ,pt,"Umbrella academy"";;;",negativo,0.28048780487804864
37,38,36.12850676,2022-06-18 21:23:50+00:00,pt,"parte ruim do covid: além de não sair de casa, andar de máscara na sua CASA. ;;;",neutro,0.5
38,39, - , - ,pt,"AAAAAAAAAAAAAA"";;;",neutro,0.5
39,40,46.15245548,2022-06-18 21:23:48+00:00,pt,"Será que ela não entende que as consequência do assalto do PT é um grande responsável pela situação da Petrobras, milhares de empresas fechadas só em SP, 14 milhões de desempregados deixaram o país. Isso sem pandemia e sem guerra.;;;",positivo,0.9000000000000002
40,41,56.10017141,2022-06-18 21:23:46+00:00,pt,"Imagina só que tem gente que tem medo de tomar vacina pq diz que tem chip da China, mas não tem medo de dar todos seus dados genéticos para uma empresa qualquer https://t.co/IUEqC2yxX5;;;",positivo,0.9833442730554617
41,42,61.1484265130275880000,2022-06-18 21:23:46+00:00,pt,É inútil discutir com quem acredita que a China estava implantando chip com a vacina e que remédio de verme mata vírus.;;;,positivo,0.846398305084746
42,43,71.1407048,2022-06-18 21:23:45+00:00,pt,"RT @PedroRonchi2: Não percam tempo discutindo com bolsonaristas, foquem nas pessoas que tem cérebro. Lembrem-se que eles acreditaram que a…;;;",positivo,0.7000000000000001
43,44,98.13429485,2022-06-18 21:23:41+00:00,pt,RT @oguifer_: Usar máscara no frio por causa do COVID 🤮🤢🤢🤮🤮😤😤;;;,neutro,0.5
44,45, - , - ,pt,"Usar máscara no frio para aquecer o rosto 😍😍🥰😮‍💨😉😌🥰🤪🤪"";;;",neutro,0.5
45,46,1.28457394,2022-06-19 21:23:54+00:00,pt,@DrBrunoGino @Jonygpp Obrigado pelo aviso. Já decidi. Não vou pegar covid. ;;;,neutro,0.5
46,47, - , - ,pt,"Só preciso combinar com o vírus agora."";;;",neutro,0.5
47,48,5.27687919,2022-06-19 21:23:54+00:00,pt,"Oi? É chato mas o empregador Estado em Portugal não despede ninguém porque engravidou ou derivados. A escola pública formou milhares de portugueses. Quando precisámos, numa pandemia, recorremos todos ao SNS. O meu sonho é um doente com tratamento caro ser tratado de borla https://t.co/JrFvkhctiD;;;",positivo,0.749999999999999
48,49,54.34140871,2022-06-19 21:23:48+00:00,pt,"@chico_psol Fazendo + 1 ""motociata"" patética, sem capacete viu @policiafederal, justamente no Amazonas onde Dom e Bruno foram assassinados 🤦🏽😢 O país com combustível a preço de dólar, milhões de famintos e 670k mortes por covid. Ele está c",negativo,0.25
49,50,66.28239201,2022-06-19 21:23:46+00:00,pt,"@mineiro1brasil @HugoVelasques74 Fui pra escola bíblica de manhã, mas agora vou não, muita tosse eu e esposa, na minha rua metade das pessoas tá com covid.;;;",positivo,0.9705882352941161
50,51,79.15194478,2022-06-19 21:23:45+00:00,pt,"RT @LucianoHangBr: Felipe Neto pega Covid pela 3ª vez e Osmar Terra alfineta: ""2 anos de isolamento"" https://t.co/Qb72eSs6U6;;;",negativo,0.375
51,52,93.14484675,2022-06-19 21:23:44+00:00,pt,"@felipeneto @OsmarTerra Eu peguei COVID do meu irmão que se vacinou, só sentir uma gripezinha!;;;",neutro,0.5434782608695654
52,53,10.13015279,2022-06-20 21:23:53+00:00,pt,@LeoSMoretto nem sabia ;;;,neutro,0.5
53,54, - , - ,pt,"a pandemia foi uma desgraça em nossas vidas mesmo https://t.co/qbW5wtXujz"";;;",neutro,0.5434782608695654
54,55,33.44360925,2022-06-20 21:23:50+00:00,pt,RT @lincoln_portela: Recebi várias denúncias de pais de alunos da rede pública de ensino de Contagem-MG que relatam estarem sendo coagidos…;;;,neutro,0.5
55,56,67.46645878,2022-06-20 21:23:46+00:00,pt,"@ibs94 @em_com Não houve injustiça, trabalhei com os dados do vídeo em questão com os de hoje para argumentar que se o Eduardo questionava o preço daquela época, porque estamos pior ainda? Está mais caro do que na época comentada por ele, mesmo le",negativo,0.25
56,57,77.1497305580083590000,2022-06-20 21:23:44+00:00,pt,NO TENGO COVID CHAVÓS;;;,neutro,0.5
57,58,86.14450961,2022-06-20 21:23:44+00:00,pt,"Não deixe sua proteção de lado, Vacine-se! Foram mais de 500 milhões de doses de vacinas distribuídas e vamos continuar aplicando. Fique atento às doses de reforço e complete seu esquema vacinal. Em caso de sintomas, faça o teste.;;;",positivo,0.6926531770045385
58,59, - , - ,pt,"Para saber mais, acesse https://t.co/AUjx20ugPy https://t.co/BMaR9EpEu0"";;;",positivo,0.6249999999999998
59,60,92.36129904,2022-06-20 21:23:43+00:00,pt,"@MTSacra @CFDanniel @g1 Nada era p Covid, a doença nunca tinha sido ouvida antes! Então valia tudo p quem iria morrer! Afinal não é fácil só ficar esperando por uma vacinada q era dose única e virou 4 doses!;;;",positivo,0.7104187946884577
60,61,11.13426351,2022-06-21 21:23:54+00:00,pt,"RT @lordivan22: 🚨EUA 🇺🇸: Joe Biden: ""Precisamos de mais dinheiro. Não precisamos apenas de mais dinheiro para vacinas para crianças, precis…;;;",neutro,0.5833333333333333
61,62,16.13650392,2022-06-21 21:23:53+00:00,pt,"RT @hilde_angel: Desde sempre, Suplicy tenta ver em prática seu projeto de renda básica. Tivesse sido implantado nos governos PT, e caso a…;;;",neutro,0.5
62,63,17.95763381,2022-06-21 21:23:53+00:00,pt,"RT @lordivan22: 🚨EUA 🇺🇸: Joe Biden: ""Precisamos de mais dinheiro. Não precisamos apenas de mais dinheiro para vacinas para crianças, precis…;;;",neutro,0.5833333333333333
63,64,18.14102565,2022-06-21 21:23:53+00:00,pt,RT @brom_elisa: Ah tá 🤡;;;,neutro,0.5
64,65, - , - ,pt,"A Esquerda chega ao poder e bem, calma lá,não é bem assim, pandemia,inflação não vão deixar a gente fazer tudo que…"";;;",neutro,0.5
65,66,21.39973121,2022-06-21 21:23:53+00:00,pt,"Dos leitos existentes na rede de saúde do Piauí para atendimento à Covid-19, 61 estão ocupados  https://t.co/KHVgA7lP5H #boletim #covid #obitos #casos #sesapi;;;",neutro,0.5
66,67,24.1323051099436290000,2022-06-21 21:23:52+00:00,pt,covid terminou de estragar a memória que eu já n tinha;;;,neutro,0.5
67,68,26.14230597,2022-06-21 21:23:52+00:00,pt,RT @karinamichelin: https://t.co/bEQH0c1IGj;;;,neutro,0.5
68,69, - , - ,pt,"Um novo estudo realizado pela Universidade do Colorado, conduzido por vários médicos descobriu…"";;;",negativo,0.125
69,70,32.14552673,2022-06-21 21:23:51+00:00,pt,"RT @LulaOficial: Essa eleição não é uma eleição qualquer. Temos um cidadão que durante a pandemia menosprezou o conhecimento cientifico, a…;;;",neutro,0.5434782608695654
70,71,42.14741007,2022-06-21 21:23:51+00:00,pt,"Bicho só foi tirar essas máscaras que já tô na terceira crise gripal no ano mas que inferno. Passei 2 anos de pandemia, peguei nada no olho do furacão;;;",negativo,0.2777777777777777
71,72,48.1254077833741310000,2022-06-21 21:23:50+00:00,pt,RT @OsmarTerra: E Serrana? O município vitrine da vacinação em massa com a  Coronavac… case do Butantan… vacinou quase toda a população em…;;;,negativo,0.23828124999999978
72,73,50.49678519,2022-06-21 21:23:50+00:00,pt,"@jooaopedro12 melhoras mano, e va fazer o teste de covid, há 2 meses atras eu tava assim e era covid;;;",positivo,0.8857615894039731
73,74,71.190463954,2022-06-21 21:23:48+00:00,pt,@oliviasalezze Amiga covid né 🥹🥺🥲;;;,neutro,0.5
74,75,23.12548358,2022-06-22 21:23:53+00:00,pt,RT @covid19brbot: ⚠️️ [ATUALIZAÇÃO] ⚠️️;;;,neutro,0.5
75,76, - , - ,pt,🔗 Fonte: @ConassOficial;;;,neutro,0.5
76,77, - , - ,pt,🇧🇷 Brasil tem 31.890.733 casos e 669.530 óbitos por #coronavirus.;;;,neutro,0.5
77,78, - , - ,pt,"📈 Aumen…"";;;",neutro,0.5
78,79,25.20294924,2022-06-22 21:23:52+00:00,pt,"os sintomas da quarta dose tão durando mais que os sintomas de quando positivei pra covid (não estou reclamando, inclusive agradecendo);;;",neutro,0.47916666666666646
79,80,27.10646646,2022-06-22 21:23:52+00:00,pt,"@lksolveig @lasiermartins Se viu que coisa mulher, os caras financiam tratores, trocam dinheiro do mec poe ouro, negocia vacina com empresa fantasma, cria orçamento secreto, tudo isso sem haver nenhuma fiscalização, tudo por fora da lei ! Que doideira ",negativo,0.16666666666666688
80,81,33.1011372829604970000,2022-06-22 21:23:51+00:00,pt,RT @Elizabe66388539: #SumaRodrigoGarcia @carlaopignatari @PSDBoficial @PSDB_SP @AssembleiaSP @gilmacisantos10 @MajorMecca Governador de São…;;;,neutro,0.5
81,82,34.13726353,2022-06-22 21:23:51+00:00,pt,RT @randolfeap: Nossa luta em defesa da VIDA continua! ;;;,negativo,0.2499999999999997
82,83, - , - ,pt,"Em resposta à nossa ação, o ministro Ricardo Lewandowski, do STF, determinou que a…"";;;",neutro,0.4166666666666665
83,84,38.13719552,2022-06-22 21:23:51+00:00,pt,RT @randolfeap: Nossa luta em defesa da VIDA continua! ;;;,negativo,0.2499999999999997
84,85, - , - ,pt,"Em resposta à nossa ação, o ministro Ricardo Lewandowski, do STF, determinou que a…"";;;",neutro,0.4166666666666665
85,86,50.1432732865570250000,2022-06-22 21:23:49+00:00,pt,@Tali_Mito22 Marina Silva com COVID;;;,positivo,0.9000000000000002
86,87,56.37531846,2022-06-22 21:23:48+00:00,pt,"@AndradeRNegro2 Semana passada ela me pegou. Sintomas leves, tudo muito tranquilo, devido as 4 doses de vacina. Ainda sem saber como me contaminei.;;;",positivo,0.7065217391304341
87,88,80.1198033622936240000,2022-06-22 21:23:46+00:00,pt,Além de que lá na clínica disseram que já tinha 4 funcionários com covid...;;;,neutro,0.5
88,89,84.11286117,2022-06-22 21:23:45+00:00,pt,RT @randolfeap: Nossa luta em defesa da VIDA continua! ;;;,negativo,0.2499999999999997
89,90, - , - ,pt,"Em resposta à nossa ação, o ministro Ricardo Lewandowski, do STF, determinou que a…"";;;",neutro,0.4166666666666665
90,91,98.28279844,2022-06-22 21:23:43+00:00,pt,"@Ideias_Radicais Isso é verdade, desviou de 5 bi na educação, e 1 bi na dose da vacina;;;",neutro,0.47916666666666646
91,92,10.12454419,2022-06-23 21:23:53+00:00,pt,"@CamilaSccp10 @MiguelNicolelis @oatila @schrarstzhaupt @leorovatti @nicolaskasprzak @fabioirodrigues @ananias_1979 Obrigado, Camila. ;;;",neutro,0.5
92,93, - , - ,pt,"365 novas mortes e 70 mil casos em 24h. Até quando parte deste país vai seguir amenizando os impactos da pandemia?"";;;",neutro,0.5
93,94,25.970888343826436000,2022-06-23 21:23:53+00:00,pt,RT @ToFlyVolleyball: 🇮🇹 A Itália retomou hoje os treinamentos para a VNL sem 3 jogadoras que testaram positivo para covid após a etapa de B…;;;,neutro,0.5
94,95,30.14863332,2022-06-23 21:23:52+00:00,pt,"RT @Ferdeg2017: Prender o Milton Ribeiro é fácil, quero ver prender o Zé Dirceu, o Renan Calheiros, o Lula, o Paulinho da Força, o Sarney,…;;;",positivo,0.6874999999999996
95,96,35.1141151380419290000,2022-06-23 21:23:51+00:00,pt,RT @iCorlyy: falei pra minha chefe que tava com covid e a resposta dela me emocionou 😍 https://t.co/fJd741s5Vl;;;,neutro,0.5
96,97,36.1535498583927020000,2022-06-23 21:23:51+00:00,pt,@Murilovie2603 vacina desgraça 😭😭😭;;;,neutro,0.5
97,98,39.11577201,2022-06-23 21:23:51+00:00,pt,"RT @PedroRonchi2: Bolsonaro colocou sigilo no próprio cartão de vacina, no cartão corporativo, no encontro com pastores, na visita dos filh…;;;",neutro,0.5
98,99,64.12623436,2022-06-23 21:23:48+00:00,pt,"RT @BarbeariaPoian: Alerta: Rede Mundial de Saúde (WHN) declara a varíola dos macacos uma PANDEMIA! 🙈🙈🙈 ""Coincidentemente"", pouco antes da…;;;",neutro,0.5434782608695654
99,100,70.13257402,2022-06-23 21:23:48+00:00,pt,"RT @prevtrabalho: Nesta quinta-feira (23), foi realizada a reunião da 4ª Cúpula Ministerial sobre Produtividade. Durante o evento, o minist…;;;",neutro,0.5
100,101,74.27955916,2022-06-23 21:23:47+00:00,pt,"@randolfeap @senadorgiordano Seu grau de idiotice beira a demência, CPI circense igual a da COVID, puramente teatral para seus eleitores asseclas e esquerdopatas, vocês são doentes, você ainda sofrerá o troco sendo alijado da vida pública , você é",negativo,0.2499999999999997
101,102,94.13170894,2022-06-23 21:23:46+00:00,pt,"RT @PedroRonchi2: Bolsonaro colocou sigilo no próprio cartão de vacina, no cartão corporativo, no encontro com pastores, na visita dos filh…;;;",neutro,0.5
102,103,96.1399798651594100000,2022-06-23 21:23:46+00:00,pt,coitada da véia pegou covid ela;;;,neutro,0.5
103,104,99.15103097,2022-06-23 21:23:45+00:00,pt,"@Felipin07_5316 @jotaplaystv ""por causa da vacina"" como se a culpa fosse da vacina e não da burrice dele;;;",positivo,0.75
104,105,4.143384874,2022-06-24 21:23:54+00:00,pt,@senadorhumberto @GloboNews APESAR PANDEMIA E GUERRA DA UCRÂNIA: DESEMPREGO DESPENCA E CHEGA 9%. A DESPIORA ESTÁ FORTE!;;;,neutro,0.5
105,106, - , - ,pt,"@jairbolsonaro Este é o presidente que queremos e vamos votar nele 2022. O povo hoje vê as realizações. SÃO CONSISTES COM REALIDADE. Merece Voto popular. #BolsonaroReeleito2022 https://t.co/pv8HsjnjcR"";;;",neutro,0.5335365853658537
106,107,8.138313629,2022-06-24 21:23:53+00:00,pt,RT @valeskmari: - Orfanatos cheios: Foda-se.;;;,neutro,0.5
107,108, - , - ,pt,"- Crianças negras mor…"";;;",neutro,0.5
108,109,16.3704261,2022-06-24 21:23:52+00:00,pt,"RT @saudeprefsp: 💉 Na segunda-feira (27), a @saudeprefsp inicia a aplicação da segunda dose adicional (quarta dose) da vacina contra a Covi…;;;",neutro,0.47916666666666646
109,110,17.234058922,2022-06-24 21:23:52+00:00,pt,RT @ASachsida: Maior desastre ambiental da história (2019); maior pandemia da história (2020-22); maior crise hídrica em 100 anos (2021); m…,neutro,0.5133333333333334
110,111,26.97697886,2022-06-24 21:23:51+00:00,pt,"RT @carmelonetobr: URGENTE: Ipea aponta que o desempregou caiu para 9,4% em abril, o MENOR ÍNDICE dos últimos SETE ANOS. É isso mesmo que v…;;;",negativo,0.2499999999999997
111,112,29.32344685,2022-06-24 21:23:51+00:00,pt,"@guilhermeqdL @roque_mn Tem vacina de febre aftosa hj não, volta outro dia pf;;;",negativo,0.09999999999999992
112,113,38.13926581,2022-06-24 21:23:50+00:00,pt,RT @BolsonaroSP: Presidente Bolsonaro anuncia que valor do Auxílio Brasil subirá de R$ 400 para R$ 600. ;;;,neutro,0.5338983050847458
113,114, - , - ,pt,"O programa substituiu o Bolsa Fam…"";;;",neutro,0.5
114,115,40.595918548,2022-06-24 21:23:49+00:00,pt,guilherme positivando de covid depois de 200 exames negativos eh o fim dos tempos;;;,neutro,0.41071428571428586
115,116,46.14809768,2022-06-24 21:23:49+00:00,pt,"RT @carmelonetobr: URGENTE: Ipea aponta que o desempregou caiu para 9,4% em abril, o MENOR ÍNDICE dos últimos SETE ANOS. É isso mesmo que v…;;;",negativo,0.2499999999999997
116,117,48.12167554,2022-06-24 21:23:49+00:00,pt,RT @ConassOficial: #PainelConass Covid-19;;;,neutro,0.5
117,118, - , - ,pt,Casos;;;,neutro,0.5
118,119, - , - ,pt,• 60.384 no último período;;;,neutro,0.5
119,120, - , - ,pt,• 32.023.166 acumulados;;;,neutro,0.5
120,121, - , - ,pt,Óbitos;;;,neutro,0.5
121,122, - , - ,pt,"• 334 no…"";;;",neutro,0.5
122,123,70.87687344,2022-06-24 21:23:46+00:00,pt,"RT @carmelonetobr: URGENTE: Ipea aponta que o desempregou caiu para 9,4% em abril, o MENOR ÍNDICE dos últimos SETE ANOS. É isso mesmo que v…;;;",negativo,0.2499999999999997
123,124,86.1253478637355120000,2022-06-24 21:23:44+00:00,pt,A CPI da COVID-19 foi um circo. A CPI do MEC e a das assinaturas falsa da Senadora. Será a CPI onde o palhaço pode terminar enforcado com a própria corda que teceu. Vamos aguardar o andar da carruagem. PR .cada vez mais forte toda vez que tentam destruir ele ressurge das cinzas. https://t.co/rbp8ZQFxG8;;;,negativo,0.2894736842105276
124,125,94.85259448,2022-06-24 21:23:43+00:00,pt,"RT @AmazoniaAzulBR: Guerra, pandemia, crise hídrica e mesmo assim conseguiu menor patamar de desemprego em 7 anos.;;;",positivo,0.75
125,126, - , - ,pt,"👏👏👏👏👏🇧🇷🚀 https://t.co/44…"";;;",neutro,0.5
126,127,0.1460952847223340000,2022-06-25 21:23:54+00:00,pt,@KanjiZer0 acho q é tipo a comprovação da vacina;;;,neutro,0.5
127,128,3.83598100,2022-06-25 21:23:54+00:00,pt,RT @senadorhumberto: Estudo publicado na Lancet mostra o tamanho do estrago provocado por Bolsonaro na condução da pandemia. O Brasil super…;;;,neutro,0.5
128,129,6.71530868,2022-06-25 21:23:53+00:00,pt,RT @secomvc: Abril atinge MENOR TAXA DE DESEMPREGO desde outubro de 2015.;;;,neutro,0.5
129,130, - , - ,pt,"Resultado é fruto dos esforços do Governo Federal no combate à p…"";;;",positivo,0.6458333333333333
130,131,24.51443071,2022-06-25 21:23:51+00:00,pt,RT @rafaelbboa: Brasil.;;;,neutro,0.5
131,132, - , - ,pt,guerra na Ucrânia e toda força contrária De volta às 10 maiores economias DO MUNDO mesmo com pandemia,neutro,0.5
132,133, - , - ,pt,"OBRIGADO…"";;;",neutro,0.5
133,134,26.1257415,2022-06-25 21:23:51+00:00,pt,"RT @renatobarrosbr: Os mesmos que estão dizendo que a decisão da Suprema Corte americana ""fere as liberdades individuais"", fizeram campanha…;;;",negativo,0.2499999999999997
134,135,27.15193764,2022-06-25 21:23:51+00:00,pt,RT @PadraoAlexandre: - Obrigado Gov. Bolsonaro 🇧🇷;;;,neutro,0.5
135,136, - , - ,pt,Pandemia e Guerra. 3 anos e 7 meses com Seca,positivo,0.7500000000000009
136,137, - , - ,pt,"Impren$a, STF, Senado com CPI dos 🤡 , Gove…"";;;",neutro,0.5
137,138,41.49166349,2022-06-25 21:23:49+00:00,pt,"RT @jairbolsonaro: - Após anos consertando o estrago causado pelo maior esquema da história do país protagonizado pelo governo do PT, o des…;;;",neutro,0.5
138,139,54.1511102,2022-06-25 21:23:47+00:00,pt,"RT @ElaineD45256888: 🤝Buenos dias prá ti, que torce e vibra com o progresso do teu País!!! 🙏😊🧉☕🇧🇷🇧🇷🇧🇷🇧🇷2️⃣2️⃣Baita sábado prá nós!!! 🥂🍻🍻🍕🍔🍗…;;;",neutro,0.5
139,140,57.62904655,2022-06-25 21:23:46+00:00,pt,RT @BlogdoNoblat: Pfizer anuncia vacinas contra Covid-19 adaptadas à Ômicron com alta resposta imune (cnn);;;,neutro,0.5
140,141,68.12999004,2022-06-25 21:23:44+00:00,pt,"@CondutoideRay Krl Ray, não sabia que vc tinha passado por tanta merda assim, ano passado eu me senti muito desse jeito pois não tinha nenhuma sensação de pertencimento no grupo de amigos online que eu tinha e não tinha praticamente mais contato nenh",positivo,0.8440453686200375
141,142,80.175088360,2022-06-25 21:23:42+00:00,pt,@jairbolsonaro Ainda??? 2022 e o camarada tá contra as medidas para minimizar a pandemia? Achou q morreram poucos? Depois não quer ser chamado de genocida;;;,neutro,0.5
142,143,96.11069601,2022-06-25 21:23:40+00:00,pt,"RT @gilsonmachadont: Desde o descobrimento do Brasil,nunca houve tantos brasileiros empregados.;;;",neutro,0.5
143,144, - , - ,pt," A população ocupada em abril chegou a 97,8…"";;;",negativo,0.2499999999999997
144,145,1.116246333,2022-06-26 21:23:54+00:00,pt,"RT @gracieartsz: vc prefere esmalte preto, vermelho ou branco? pq cresci sendo aluna nota 10 que sempre se cobrou muito, mas dps da pandemi…;;;",positivo,0.75
145,146,9.1491229543339890000,2022-06-26 21:23:54+00:00,pt,RT @schmittpaula: Desde de Março 2021 já se sabia q países europeus suspenderam a Astrazeneca por causa d coágulos. Bruno Graff morreu por…;;;,negativo,0.16666666666666688
146,147,14.74432483,2022-06-26 21:23:53+00:00,pt,E a racista que começou a agredir verbalmente o enfermeiro no shopping recife na fila da vacina e todo mundo filmando e gritando quando vê o enfermeiro simplesmente tira a carteira de policial e a leva PRESA https://t.co/qr2xc49YFD;;;,negativo,0.3947368421052628
147,148,18.78254814,2022-06-26 21:23:53+00:00,pt,"RT @gracieartsz: vc prefere esmalte preto, vermelho ou branco? pq cresci sendo aluna nota 10 que sempre se cobrou muito, mas dps da pandemi…;;;",positivo,0.75
148,149,20.12458461,2022-06-26 21:23:52+00:00,pt,@ThiagoFX23 @Ricardo78919872 @LoboBranc0 @JornalOGlobo Kkkkkkkkkkkkkkkkkk;;;,neutro,0.5
149,150, - , - ,pt,não tem nada. Não adianta,negativo,0.2499999999999997
150,151, - , - ,pt, maior crise financeira em 80 anos o Brasil segue crescendo. Mesmo o mundo passando por maior pandemia dos últimos 100 anos,positivo,0.8807189542483653
151,152, - , - ,pt,"Chora verme."";;;",neutro,0.5
152,153,24.1143527,2022-06-26 21:23:52+00:00,pt,"RT @gracieartsz: vc prefere esmalte preto, vermelho ou branco? pq cresci sendo aluna nota 10 que sempre se cobrou muito, mas dps da pandemi…;;;",positivo,0.75
153,154,38.560825868,2022-06-26 21:23:51+00:00,pt,Gilmar Mendes é diagnosticado com Covid-19 em 🇵🇹;;;,neutro,0.5
154,155,56.12573062,2022-06-26 21:23:48+00:00,pt,"RT @MagnoMalta: Barroso vai à Inglaterra e mente em palestra. Falou que como pres. do TSE teve trabalho de cuidar da pandemia, do BR e de c…;;;",neutro,0.5
